qname	taxonomy	db
922-T3~k141_977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_1972_length_20858_cov_7.181993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_45032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_10113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_1613_length_20694_cov_279.027666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T12~NODE_521_length_20694_cov_119.308397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~NODE_1559_length_20694_cov_181.091041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_949_length_20676_cov_5.229523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~k141_69863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~NODE_982_length_20461_cov_5.934921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_1878_length_20451_cov_26.146058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_39647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T1~NODE_937_length_20353_cov_85.600158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_70080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_1413_length_20259_cov_20.523114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~NODE_997_length_20166_cov_6.166774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T10~k141_72009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_329142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~NODE_1277_length_19904_cov_11.459066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~k141_170241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_2105_length_19837_cov_4.670357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_152219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~k141_212338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~NODE_1291_length_19749_cov_6.786534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~NODE_1494_length_19658_cov_11.204254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~k141_51257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~k141_61507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~k141_214760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_1705_length_19532_cov_68.909278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~NODE_1802_length_19392_cov_9.480064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_1922_length_19392_cov_13.561980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~NODE_1664_length_19392_cov_10.745669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_4058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_74429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~k141_131454	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~k141_50196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_257832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_1170_length_18851_cov_48.786072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_79740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_3141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_2067_length_18688_cov_6.049643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_2765_length_18615_cov_13.571821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~k141_5299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_2229_length_18521_cov_14.320264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_149503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_1558_length_18431_cov_4.733838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~NODE_1931_length_18327_cov_4.842874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_2273_length_18253_cov_8.013518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_162261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~k141_160692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~k141_144516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_108769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~k141_139060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_2306_length_18078_cov_5.229429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T1~NODE_1057_length_18010_cov_4.678474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_866_length_17957_cov_4.143559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~NODE_2125_length_17946_cov_4.875803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_1406_length_17762_cov_6.004518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_64821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_35926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T2b~k141_32842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T10~k141_3474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_1417_length_17594_cov_4.581105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_21023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_102409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_1431_length_17460_cov_4.331284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~NODE_2215_length_17390_cov_9.772368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_1624_length_17355_cov_6.014682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T6~k141_45107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_75695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_183391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~NODE_2356_length_17186_cov_4.632362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_1763_length_17105_cov_29.315015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~k141_61362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T10~k141_100494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_2507_length_16984_cov_18.386615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_1597_length_16954_cov_11.763773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~k141_184535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~k141_126849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~NODE_2337_length_16909_cov_11.916756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~k141_133097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~NODE_1756_length_16786_cov_49.677365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~k141_37739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~NODE_1072_length_16755_cov_40.151257	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~k141_75038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~NODE_1455_length_16680_cov_9.889143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_1966_length_16597_cov_4.521219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T9~NODE_2008_length_16581_cov_11.521058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T2~k141_102718	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~NODE_2080_length_16549_cov_6.475991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~k141_374040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~NODE_2446_length_16528_cov_35.506344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_201068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_39353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~NODE_2038_length_16456_cov_7.162982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_58401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_2417_length_16354_cov_82.546782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_2351_length_16354_cov_10.743297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_28242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_1401_length_16218_cov_55.669987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~NODE_2063_length_16186_cov_60.744219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_56128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~k141_38820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~NODE_2558_length_16014_cov_11.268689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_96684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~NODE_2112_length_15990_cov_4.444870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_2484_length_15961_cov_5.873758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~NODE_1818_length_15960_cov_6.408551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~k141_213229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_163055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~NODE_2122_length_15872_cov_5.278245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~k141_21832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_1477_length_15622_cov_14.477356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~NODE_2861_length_15589_cov_5.219840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_272728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T3~NODE_2535_length_15568_cov_5.375105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~k141_58507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_174482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_3249_length_15405_cov_5.305537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_1781_length_15335_cov_13.312762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T7~NODE_1797_length_15332_cov_6.152255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_1444_length_15314_cov_4.882758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_1521_length_15289_cov_4.102993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_3286_length_15242_cov_7.382037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_2326_length_15193_cov_4.035870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T4~NODE_245_length_15133_cov_4.593315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~NODE_3680_length_15071_cov_10.875799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_2570_length_15028_cov_8.315635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_1464_length_14837_cov_3.929509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T4~NODE_1462_length_14830_cov_8.412724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_2255_length_14807_cov_5.980748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_250664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~k141_36205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_48346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_2016_length_14428_cov_9.979267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T6~NODE_2737_length_14401_cov_21.770668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~NODE_2398_length_14398_cov_4.640940	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~NODE_1712_length_14394_cov_15.293465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_2749_length_14383_cov_4.420994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_89592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_51369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_1062_length_14239_cov_40.269741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~NODE_2468_length_14215_cov_5.154732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_3134_length_14211_cov_4.365852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T9~NODE_2863_length_14207_cov_4.723643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_215363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_86946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_259500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T1~NODE_1357_length_13908_cov_24.377391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~NODE_2024_length_13849_cov_127.069885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~k141_117355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~k141_35825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_49434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_2680_length_13720_cov_67.307208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T10~NODE_2324_length_13706_cov_6.659805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_211342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~k141_119236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_55931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~k141_85427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_2362_length_13587_cov_26.923958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_32485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~k141_70991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~k141_74342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~NODE_2676_length_13496_cov_3.842497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_131699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T9~NODE_2118_length_13384_cov_4.504089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T6~NODE_2963_length_13367_cov_4.923753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_2247_length_13366_cov_17.115243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T9~k141_53007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~NODE_2442_length_13262_cov_63.728402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_2323_length_13256_cov_10.284145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_3810_length_13246_cov_67.846941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_2439_length_13242_cov_22.562372	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_1724_length_13215_cov_7.035638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T4~NODE_298_length_13177_cov_5.204771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T2~k141_8811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_3140_length_13151_cov_3.889279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_189375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~NODE_2457_length_13103_cov_15.740956	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_3162_length_13064_cov_18.384503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_248667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~k141_29153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_2976_length_13048_cov_17.579774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~k141_60801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_136233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T9~NODE_2194_length_12980_cov_4.539265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_276559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_1865_length_12961_cov_5.242910	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_93518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_151913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_138111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~NODE_2321_length_12909_cov_7.186012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_127984	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_2169_length_12805_cov_4.408392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T2b~k141_41733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~k141_182281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_3972_length_12673_cov_19.213425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_24968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_16849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T2b~NODE_1580_length_12638_cov_28.813955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~NODE_2343_length_12620_cov_4.530999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_141711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~k141_32731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~NODE_959_length_12567_cov_4.642104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
